,text
57,"Looking at the figure above, we see that the p-orbital is being filled"
58,Similar trends are observed in the other periods of the periodic table
59,The chlorides are compounds with chlorine and the oxides are compounds with oxygen
60,"no oxides, but fluorine does combine with oxygen in compounds called oxygen fluorides"
61,Draw a line graph to show the relationship between atomic number (on the x-axis) and ionisation energy (y-axis)
62,A chemical bond is formed when atoms are held together by attractive forces
63,"This attraction occurs when electrons are shared between atoms, or when electrons are exchanged between the atoms that are involved in the bond"
64,"The sharing or exchange of electrons takes place so that the outer energy levels of the atoms involved are filled, making the atoms are more stable"
65,"If an electron is shared, it means that it will spend its time moving in the electron orbitals around both atoms"
66,If an electron is exchanged it means that it is transferred from one atom to another
67,In other words one atom gains an electron while the other loses an electron.Chemical bond A chemical bond is the physical process that causes atoms and molecules to be attracted to each other and held together in more stable chemical compounds
68,The type of bond that is formed depends on the elements that are involved
69,"In this chapter, we will be looking at three types of chemical bonding: covalent, ionic and metallic bonding.You need to remember that it is the valence electrons (those in the outermost level) that are involved in bonding and that atoms will try to fill their outer energy levels so that they are more stable"
70,"The noble gases have completely full outer energy levels, so are very stable and do not react easily with other atoms."
71,A medium is the substance or material through which a pulse moves
72,The medium does not create the pulse and the medium is not the pulse
73,"Therefore the medium does not travel with the pulse as the pulse moves through it.In each medium, the particles that make up the medium are moved temporarily from their rest position"
74,"In order for a pulse to travel, the different parts of the medium must be able to interact with each other.Medium A medium is the substance or material in which a pulse will move"
75,"The most obvious examples are waves in water, on a dam, in the ocean, or in a bucket"
76,"All waves have the same properties.Waves do not only occur in water, they occur in any kind of medium"
77,Earthquakes release enough energy to create waves that are powerful enough to travel through the rock of the Earth
78,When your friend speaks to you sound waves are produced that travel through the air to your ears
79,A wave is simply the disturbance of a medium by moving energy but how is it different from a pulse?
80,Longitudinal waves A longitudinal wave is a wave where the particles in the medium move parallel to the direction of propagation of the wave
81,When we studied transverse waves we looked at two different motions: the motion of the particles of the medium and the motion of the wave itself
82,We will do the same for longitudinal waves.The question is how do we construct such a wave?A longitudinal wave is seen best in a slinky spring
83,Do the following investigation to find out more about longitudinal waves.From the investigation you will have noticed that the disturbance moves parallel to the direction in which the spring was pulled
84,The ribbon in the investigation represents one particle in the medium
85,"The particles in the medium move in the same direction as the wave.Video: VPdkfAs in the case of transverse waves the following properties can be defined for longitudinal waves:wavelength, amplitude, period, frequency and wave speed."
86,A tuning fork is an instrument used by musicians to create sound waves of a specific frequency
87,They are often used to tune musical instruments.Sound waves coming from a tuning fork are caused by the vibrations of the tuning fork which push against the air particles in front of it
88,As the air particles are pushed together a compression is formed
89,The particles behind the compression move further apart causing a rarefaction
90,"As the particles continue to push against each other, the sound wave travels through the air"
91,"Due to this motion of the particles, there is a constant variation in the pressure in the air"
92,"This means that in media where the particles are closer together, sound waves will travel faster.Tuning forkSound waves travel faster through liquids, like water, than through the air because water is denser than air (the particles are closer together)"
93,Sound waves travel faster in solids than in liquids.A sound wave is a pressure wave
94,This means that regions of high pressure (compressions) and low pressure (rarefactions) are created as the sound source vibrates
95,These compressions and rarefactions arise because the source vibrates longitudinally and the longitudinal motion of air produces pressure fluctuations.
96,The most common example of electromagnetic (EM) radiation is visible light
97,"Everyone is very familiar with light in everyday life, you can only see things because light bounces off them and enters your eyes"
98,This alone makes it worthwhile to learn about it but there are also very many other applications of EM radiation
99,It is called electromagnetic because there are electric and magnetic fields making up the radiation
100,"We will look at this in more detail a little later.In everyday experience, light doesn't seem to have many special properties but it does: A huge spectrum: The light we can see (visible EM radiation) is only a small part of all of the EM radiation (electromagnetic spectrum) that exists"
101,Nature's speed limit: Nothing moves faster than the speed of light
102,Wave nature: All EM radiation has the ability to behave like a wave which we call wave-like behaviour
103,Particle nature: All EM radiation has the ability to behave like a particle which we call particle-like behaviour
104,No medium required: EM radiation can propagate without a medium through which to move even though they are waves
105,We will discuss this in the following sections and in even more detail in Grades 11 and 12.
106,Diagrams of compounds are very useful because they help us to picture how the atoms are arranged in the compound and they help us to see the shape of the compound
107,"There are three types of diagrams that are commonly used: Wireframe or stick models In this model, the bonds between atoms are shown as “sticks”"
108,Ball and stick models This is a 3-dimensional molecular model that uses “balls” to represent atoms and “sticks” to represent the bonds between them
109,The centres of the atoms (the balls) are connected by straight lines which represent the bonds between them
110,Table 12.1 shows examples of the different types of models for all the types of compounds.Covalent molecularCovalent networkIonic networkMetallic networkName of compoundglucosegraphitesilver chloridezincFormula or Stick modelBall-and-stick modelSpace-filling model Table 12.1: Different representations for compounds CanvasMol (www.alteredqualia.com/canvasmol) is a website that allows you to view several compounds
111,"You do not need to know these compounds, this is simply to allow you to see one way of representing compounds."
112,The synthesis (forming) of water () from hydrogen gas () and oxygen gas () is another example of chemical change
113,A simplified diagram of this reaction is shown in Figure 13.3
114,The chemical bonds between in and between in are broken and new bonds between and (to form ) are formed
115,"A chemical change has taken place.Video: VPbhyA mixture of hydrogen and oxygen gas is used as a fuel to get rockets into space.There are some important things to remember about chemical changes: Arrangement of particles During a chemical change, the particles themselves are changed in some way"
116,"In the example of hydrogen peroxide that was used earlier, the molecules were split up into their component atoms"
117,The number of particles will change because each molecule breaks down into two water molecules () and one oxygen molecule ()
118,Energy changes The energy changes that take place during a chemical reaction are much greater than those that take place during a physical change in matter
119,"During a chemical reaction, energy is used up in order to break bonds and then energy is released when the new product is formed"
120,Reversibility Chemical changes are far more difficult to reverse than physical changes
121,"When hydrogen peroxide decomposes into water and oxygen, it is almost impossible to get back to hydrogen peroxide"
122,"Mass conservation Mass is conserved during a chemical change, but the number of molecules may change"
123,"In the example of the decomposition of hydrogen peroxide, for every two molecules of hydrogen peroxide that decomposes, three molecules are formed (two water and one oxygen)"
124,"Table 13.1 highlights these concepts for the decomposition of hydrogen peroxide.Moleculestwo moleculesthree moleculesEnergy changesenergy taken in when bonds are brokenenergy given off when bonds are formedMass is conservedAtoms are conserved oxygen atoms, hydrogen atoms oxygen atoms, hydrogen atoms Table 13.1: Important concepts in chemical change Exercise 13.1See solutions For each of the following say whether a chemical or a physical change occurs"
125,Melting candle wax.Mixing sodium chloride () and silver nitrate () to form silver chloride ().Mixing hydrochloric acid () and magnesium ribbon () to form magnesium chloride ().Dissolving salt in water.Tearing a piece of magnesium ribbon
126,"As we have already mentioned, a number of changes can occur when elements are combined with one another"
127,One way of representing chemical changes is through balanced chemical equations
128,A chemical equation describes a chemical reaction by using symbols for the elements involved
129,"For example, if we look at the reaction between iron and sulfur to form iron sulfide , we could represent these changes in a sentence, in a word equation or using chemical symbols: Sentence: Iron reacts with sulfur to form iron sulfide"
130,A chemical formula shows each element by its symbol and also shows how many atoms of each element are found in that compound
131,The number of atoms (if greater than one) is shown as a subscript.The following exercise serves as revision
132,"Magnetism is an interaction that allows certain kinds of objects, which are called 'magnetic' objects, to exert forces on each other without physically touching"
133,A magnetic object is surrounded by a magnetic 'field' that gets weaker as one moves further away from the object
134,A second object can feel a magnetic force from the first object because it feels the magnetic field of the first object
135,The further away the objects are the weaker the magnetic force will be.Video: VPfkkHumans have known about magnetism for many thousands of years
136,"For example, lodestone is a magnetised form of the iron oxide mineral magnetite"
137,"It is referred to in old European and Asian historical records; from around BCE in Europe and around BCE in Asia.Magnetic objects stuck to a magnetThe root of the English word magnet is from the Greek word magnes, probably from Magnesia in Asia Minor, once an important source of lodestone."
138,Electrostatics is the study of electric charge which is at rest or static (not moving)
139,In this chapter we will look at some of the basic principles of electrostatics as well as the principle of conservation of charge.Video: VPfmg
140,When you measure the potential difference across (or between) the terminals of a battery that is not in a complete circuit you are measuring the emf of the battery
141,"This is the maximum amount of work per coulomb of charge the battery can do to drive charge from one terminal, through the circuit, to the other terminal.The volt is named after the Italian physicist Alessandro Volta (1745–1827).Electrical potential difference is also called voltage.When you measure the potential difference across (or between) the terminals of a battery that is in a complete circuit you are measuring the terminal potential difference of the battery"
142,Although this is measured in volts it is not identical to the emf
143,The difference will be the work done to drive charge through the battery.BatteriesOne lead of the voltmeter is connected to one end of the battery and the other lead is connected to the opposite end
144,The voltmeter may also be used to measure the voltage across a resistor or any other component of a circuit but must be connected in parallel.
145,Many reactions in chemistry and all biological reactions (reactions in living systems) take place in water
146,In this chapter we will look at some of these reactions in detail
147,Almost all the reactions that occur in aqueous solutions involve ions
148,"We will look at three main types of reactions that occur in aqueous solutions, namely precipitation reactions, acid-base reactions and redox reactions"
149,"Before we can learn about the types of reactions, we need to first look at ions in aqueous solutions and electrical conductivity.Video: VPbls"
150,"Sometimes it is important to know exactly how many particles (eg atoms or molecules) are in a sample of a substance, or what quantity of a substance is needed for a chemical reaction to take place.The amount of substance is so important in chemistry that it is given its own name, which is the mole.Mole The mole (abbreviation “mol”) is the SI (Standard International) unit for “amount of substance”"
151,The mole is a counting unit just like hours or days
152,We can easily count one second or one minute or one hour
153,"If we want bigger units of time, we refer to days, months and years"
154,"We call this number Avogadro's number.Avogadro's number The number of particles in a mole, equal to"
155,"If we had this number of cold drink cans, then we could cover the surface of the earth to a depth of over"
156,"If you could count atoms at a rate of 10 million per second, then it would take you 2 billion years to count the atoms in one mole!The original hypothesis that was proposed by Amadeo Avogadro was that “equal volumes of gases, at the same temperature and pressure, contain the same number of molecules”"
157,"His ideas were not accepted by the scientific community and it was only four years after his death, that his original hypothesis was accepted and that it became known as “Avogadro's Law”"
158,"In honour of his contribution to science, the number of particles in one mole was named Avogadro's number.We use Avogadro's number and the mole in chemistry to help us quantify what happens in chemical reaction"
159,If we measure of carbon we have one mole or carbon atoms
160,"You will remember that when the mass, in grams, of an element is equal to its relative atomic mass, the sample contains one mole of that element"
161,This mass is called the molar mass of that element.You may sometimes see the molar mass written as
162,"We will use in this book, but you should be aware of the alternate notation.It is worth remembering the following: On the periodic table, the relative atomic mass that is shown can be interpreted in two ways"
163,"The mass (in grams) of a single, average atom of that element relative to the mass of an atom of carbon"
164,The average atomic mass of all the isotopes of that element
165,"ElementRelative atomic mass (u)Molar mass ()Mass of one mole of the element (g)MagnesiumLithiumOxygenNitrogenIron Table 19.1: The relationship between relative atomic mass, molar mass and the mass of one mole for a number of elements"
166,Calculate the number of moles of iron (Fe) in an sample
167,"If we look at the periodic table, we see that the molar mass of iron is"
168,"This means that 1 mole of iron will have a mass of .If 1 mole of iron has a mass of , then: the number of moles of iron in must be:There are 2 moles of iron in the sample"
169,You need to imagine that the horizontal line is like a division sign and that the vertical line is like a multiplication sign
170,"So, for example, if you want to calculate , then the remaining two letters in the triangle are and and is above with a division sign between them"
171,"Your calculation will then be Remember that when you use the equation , the mass is always in grams (g) and molar mass is in grams per mol ()"
172,Always write the units next to any number you use in a formula or sum
173,Calculate the number of moles of copper there are in a sample that with a mass of
174,Calculate the number of atoms there are in a sample of aluminium that with a mass of
175,"However, you need to remember that all your calculations will apply to the whole compound"
176,"So, when you calculate the molar mass of a covalent compound, you will need to add the molar mass of each atom in that compound"
177,The number of moles will also apply to the whole molecule
178,"For example, if you have one mole of nitric acid () the molar mass is and there are molecules of nitric acid"
179,This is the mass of all the atoms in one formula unit of the compound
180,"For example, one mole of sodium chloride () has a formula mass of and there are molecules of sodium chloride in one formula unit.In a balanced chemical equation, the number that is written in front of the element or compound, shows the mole ratio in which the reactants combine to form a product"
181,"If there are no numbers in front of the element symbol, this means the number is '1'.Video: VPezceg In this reaction, 1 mole of nitrogen molecules reacts with 3 moles of hydrogen molecules to produce 2 moles of ammonia molecules"
182,Scalars are physical quantities which have only a number value or a size (magnitude)
183,A scalar tells you how much of something there is.Scalar A scalar is a physical quantity that has only a magnitude (size)
184,"For example, a person buys a tub of margarine which is labelled with a mass of"
185,The mass of the tub of margarine is a scalar quantity
186,"It only needs one number to describe it, in this case, .Vectors are different because they are physical quantities which have a size and a direction"
187,A vector tells you how much of something there is and which direction it is in.Vector A vector is a physical quantity that has both a magnitude and a direction
188,"For example, a car is travelling east along a freeway at"
189,The car is moving at (this is the magnitude) and we know where it is going – east (this is the direction)
190,Your weight is proportional to your mass (magnitude) and is always in the direction towards the centre of the earth
191,"This chapter is about how things move along a straight line or, more scientifically, how things move in one dimension"
192,This is useful for learning how to describe the movement (motion) of cars along a straight road or of trains along straight railway tracks
193,There are three features of motion that we use to describe exactly how an object moves
194,They are:The jerk is the name we give to how fast the acceleration is changing.Traffic often moves along a straight line
195,"The word energy comes from the Greek word energeia (ένέργεια), meaning activity or operation"
196,Energy is closely linked to mass and cannot be created or destroyed
197,In this chapter we will consider gravitational potential and kinetic energy.Video: VPgjm
198,"As far as we know, the Earth we live on is the only planet that is able to support life"
199,"Amongst other factors, the Earth is just the right distance from the sun to have temperatures that are suitable for life to exist"
200,"Also, the Earth's atmosphere has exactly the right type of gases in the right amounts for life to survive"
201,"Our planet also has water on its surface, which is something very unique"
202,"In fact, Earth is often called the “Blue Planet” because most of it is covered in water"
203,"This water is made up of freshwater in rivers and lakes, the saltwater of the oceans and estuaries, groundwater and water vapour"
204,"Together, all these water bodies are called the hydrosphere.The EarthVideo: VPbzp"
205,"All the objects that we see in the world around us, are made of matter"
206,"Matter makes up the air we breathe, the ground we walk on, the food we eat and the animals and plants that live around us"
207,Even our own human bodies are made of matter!Different objects can be made of different types of materials (the matter from which objects are made)
208,"For example, a cupboard (an object) is made of wood, nails, hinges and knobs (the materials)"
209,The properties of the materials will affect the properties of the object
210,"In the example of the cupboard, the strength of the wood and metals make the cupboard strong and durable"
211,"Materials that are malleable can be easily formed into different shapes (eg clay, dough)"
212,Ductile materials are able to be formed into long wires (eg copper)
213,The boiling and melting points of substances tells us the temperature at which the substance will boil or melt
214,"This helps us to classify substances as solids, liquids or gases at a specific temperature"
215,The diagram below shows one way in which matter can be classified (grouped) according to its different properties
216,"As you read further in this chapter, you will see that there are also other ways of classifying materials, for example according to whether or not they are good electrical conductors."
217,In this chapter we will explore the states of matter and then look at the kinetic molecular theory
218,We will also examine how the kinetic theory of matter helps explain boiling and melting points as well as other properties of matter
219,Diffusion can be seen as a spreading out of particles resulting in an even distribution of the particles
220,You can see diffusion when you place a drop of food colouring in water
221,"If matter were not made of particles that are constantly moving then we would only see a clump of colour when we put the food colouring in water, as there would be nothing that could move about and mix in with the water"
222,"In 1828 Robert Brown observed that pollen grains suspended in water moved about in a rapid, irregular motion"
223,Brownian motion can also be seen as the random to and fro movement of particles
224,"Matter exists in one of three states, namely solid, liquid and gas"
225,A liquid takes on the shape of the container that it is in
226,Matter can change between these states by either adding heat or removing heat
227,As we heat an object (eg water) it goes from a solid to a liquid to a gas
228,Evaporation from a liquid's surface can happen at a wide range of temperatures
229,If more energy is added then bubbles of gas appear inside the liquid and this is known as boiling
230,Sublimation is the process of going from a solid to a gas
231,Deposition is the process of going from a gas to a solid
232,"If we know the melting and boiling point of a substance then we can say what state (solid, liquid or gas) it will be in at any temperature"
233,A heating curve of a substance gives the changes in temperature as we move from a solid to a liquid to a gas
234,A cooling curve gives the changes in temperature as we move from gas to liquid to solid
235,"An important observation is that as a substance melts or boils, the temperature remains constant until the substance has changed state"
236,This is because all the heat energy goes into breaking or forming the bonds between the molecules
237,The following diagrams give examples of what heating and cooling curves look like:
238,We have now looked at many examples of the types of matter and materials that exist around us and we have investigated some of the ways that materials are classified
239,"In order to understand this, we need to take a closer look at the building blocks of matter — the atom"
240,Atoms are the basis of all the structures and organisms in the universe
241,"The planets, sun, grass, trees, air we breathe and people are all made up of different combinations of atoms.Video: VPrkk"
242,The periodic table of the elements is a method of showing the chemical elements in a table with the elements arranged in order of increasing atomic number
243,Most of the work that was done to arrive at the periodic table that we know can be attributed to a Russian chemist named Dmitri Mendeleev
244,Mendeleev designed the table in 1869 in such a way that recurring (periodic) trends or patterns in the properties of the elements could be shown
245,"Using the trends he observed, he left gaps for those elements that he thought were “missing”"
246,He also predicted the properties that he thought the missing elements would have when they were discovered
247,Many of these elements were indeed discovered and Mendeleev's predictions were proved to be correct
248,"To show the recurring properties that he had observed, Mendeleev began new rows in his table so that elements with similar properties were in the same vertical columns, called groups"
249,The full periodic table is reproduced at the front of this book
250,"These are the energies needed to remove the second, third, or fourth electron respectively"
251,"If you look at a periodic table, you will see the groups numbered at the top of each column"
252,The groups are numbered from left to right starting with 1 and ending with 18
253,This is the convention that we will use in this book
254,"On some periodic tables you may see that the groups are numbered from left to right as follows: 1, 2, then an open space which contains the transition elements, followed by groups 3 to 8"
255,A period is a horizontal row in the periodic table of the elements
256,"The periods are labelled from top to bottom, starting with 1 and ending with 7"
257,For each element on the periodic table we can give its period number and its group number
258,We can also determine the electronic structure of an element from its position on the periodic table
259,In Chapter 4 you worked out the electronic configuration of various elements
260,Using the periodic table we can easily give the electronic configurations of any element
261,"For example, phosphorus () is in the third period and group 15"
262,"Looking at the figure above, we see that the p-orbital is being filled"
263,Similar trends are observed in the other periods of the periodic table
264,The chlorides are compounds with chlorine and the oxides are compounds with oxygen
265,"no oxides, but fluorine does combine with oxygen in compounds called oxygen fluorides"
266,Draw a line graph to show the relationship between atomic number (on the x-axis) and ionisation energy (y-axis)
267,A chemical bond is formed when atoms are held together by attractive forces
268,"This attraction occurs when electrons are shared between atoms, or when electrons are exchanged between the atoms that are involved in the bond"
269,"The sharing or exchange of electrons takes place so that the outer energy levels of the atoms involved are filled, making the atoms are more stable"
270,"If an electron is shared, it means that it will spend its time moving in the electron orbitals around both atoms"
271,If an electron is exchanged it means that it is transferred from one atom to another
272,In other words one atom gains an electron while the other loses an electron.Chemical bond A chemical bond is the physical process that causes atoms and molecules to be attracted to each other and held together in more stable chemical compounds
273,The type of bond that is formed depends on the elements that are involved
274,"In this chapter, we will be looking at three types of chemical bonding: covalent, ionic and metallic bonding.You need to remember that it is the valence electrons (those in the outermost level) that are involved in bonding and that atoms will try to fill their outer energy levels so that they are more stable"
275,"The noble gases have completely full outer energy levels, so are very stable and do not react easily with other atoms."
276,A medium is the substance or material through which a pulse moves
277,The medium does not create the pulse and the medium is not the pulse
278,"Therefore the medium does not travel with the pulse as the pulse moves through it.In each medium, the particles that make up the medium are moved temporarily from their rest position"
279,"In order for a pulse to travel, the different parts of the medium must be able to interact with each other.Medium A medium is the substance or material in which a pulse will move"
280,"The most obvious examples are waves in water, on a dam, in the ocean, or in a bucket"
281,"All waves have the same properties.Waves do not only occur in water, they occur in any kind of medium"
282,Earthquakes release enough energy to create waves that are powerful enough to travel through the rock of the Earth
283,When your friend speaks to you sound waves are produced that travel through the air to your ears
284,A wave is simply the disturbance of a medium by moving energy but how is it different from a pulse?
285,Longitudinal waves A longitudinal wave is a wave where the particles in the medium move parallel to the direction of propagation of the wave
286,When we studied transverse waves we looked at two different motions: the motion of the particles of the medium and the motion of the wave itself
287,We will do the same for longitudinal waves.The question is how do we construct such a wave?A longitudinal wave is seen best in a slinky spring
288,Do the following investigation to find out more about longitudinal waves.From the investigation you will have noticed that the disturbance moves parallel to the direction in which the spring was pulled
289,The ribbon in the investigation represents one particle in the medium
290,"The particles in the medium move in the same direction as the wave.Video: VPdkfAs in the case of transverse waves the following properties can be defined for longitudinal waves:wavelength, amplitude, period, frequency and wave speed."
291,A tuning fork is an instrument used by musicians to create sound waves of a specific frequency
292,They are often used to tune musical instruments.Sound waves coming from a tuning fork are caused by the vibrations of the tuning fork which push against the air particles in front of it
293,As the air particles are pushed together a compression is formed
294,The particles behind the compression move further apart causing a rarefaction
295,"As the particles continue to push against each other, the sound wave travels through the air"
296,"Due to this motion of the particles, there is a constant variation in the pressure in the air"
297,"This means that in media where the particles are closer together, sound waves will travel faster.Tuning forkSound waves travel faster through liquids, like water, than through the air because water is denser than air (the particles are closer together)"
298,Sound waves travel faster in solids than in liquids.A sound wave is a pressure wave
299,This means that regions of high pressure (compressions) and low pressure (rarefactions) are created as the sound source vibrates
300,These compressions and rarefactions arise because the source vibrates longitudinally and the longitudinal motion of air produces pressure fluctuations.
301,The most common example of electromagnetic (EM) radiation is visible light
302,"Everyone is very familiar with light in everyday life, you can only see things because light bounces off them and enters your eyes"
303,This alone makes it worthwhile to learn about it but there are also very many other applications of EM radiation
304,It is called electromagnetic because there are electric and magnetic fields making up the radiation
305,"We will look at this in more detail a little later.In everyday experience, light doesn't seem to have many special properties but it does: A huge spectrum: The light we can see (visible EM radiation) is only a small part of all of the EM radiation (electromagnetic spectrum) that exists"
306,Nature's speed limit: Nothing moves faster than the speed of light
307,Wave nature: All EM radiation has the ability to behave like a wave which we call wave-like behaviour
308,Particle nature: All EM radiation has the ability to behave like a particle which we call particle-like behaviour
309,No medium required: EM radiation can propagate without a medium through which to move even though they are waves
310,We will discuss this in the following sections and in even more detail in Grades 11 and 12.
311,Diagrams of compounds are very useful because they help us to picture how the atoms are arranged in the compound and they help us to see the shape of the compound
312,"There are three types of diagrams that are commonly used: Wireframe or stick models In this model, the bonds between atoms are shown as “sticks”"
313,Ball and stick models This is a 3-dimensional molecular model that uses “balls” to represent atoms and “sticks” to represent the bonds between them
314,The centres of the atoms (the balls) are connected by straight lines which represent the bonds between them
315,Table 12.1 shows examples of the different types of models for all the types of compounds.Covalent molecularCovalent networkIonic networkMetallic networkName of compoundglucosegraphitesilver chloridezincFormula or Stick modelBall-and-stick modelSpace-filling model Table 12.1: Different representations for compounds CanvasMol (www.alteredqualia.com/canvasmol) is a website that allows you to view several compounds
316,"You do not need to know these compounds, this is simply to allow you to see one way of representing compounds."
317,The synthesis (forming) of water () from hydrogen gas () and oxygen gas () is another example of chemical change
318,A simplified diagram of this reaction is shown in Figure 13.3
319,The chemical bonds between in and between in are broken and new bonds between and (to form ) are formed
320,"A chemical change has taken place.Video: VPbhyA mixture of hydrogen and oxygen gas is used as a fuel to get rockets into space.There are some important things to remember about chemical changes: Arrangement of particles During a chemical change, the particles themselves are changed in some way"
321,"In the example of hydrogen peroxide that was used earlier, the molecules were split up into their component atoms"
322,The number of particles will change because each molecule breaks down into two water molecules () and one oxygen molecule ()
323,Energy changes The energy changes that take place during a chemical reaction are much greater than those that take place during a physical change in matter
324,"During a chemical reaction, energy is used up in order to break bonds and then energy is released when the new product is formed"
325,Reversibility Chemical changes are far more difficult to reverse than physical changes
326,"When hydrogen peroxide decomposes into water and oxygen, it is almost impossible to get back to hydrogen peroxide"
327,"Mass conservation Mass is conserved during a chemical change, but the number of molecules may change"
328,"In the example of the decomposition of hydrogen peroxide, for every two molecules of hydrogen peroxide that decomposes, three molecules are formed (two water and one oxygen)"
329,"Table 13.1 highlights these concepts for the decomposition of hydrogen peroxide.Moleculestwo moleculesthree moleculesEnergy changesenergy taken in when bonds are brokenenergy given off when bonds are formedMass is conservedAtoms are conserved oxygen atoms, hydrogen atoms oxygen atoms, hydrogen atoms Table 13.1: Important concepts in chemical change Exercise 13.1See solutions For each of the following say whether a chemical or a physical change occurs"
330,Melting candle wax.Mixing sodium chloride () and silver nitrate () to form silver chloride ().Mixing hydrochloric acid () and magnesium ribbon () to form magnesium chloride ().Dissolving salt in water.Tearing a piece of magnesium ribbon
331,"As we have already mentioned, a number of changes can occur when elements are combined with one another"
332,One way of representing chemical changes is through balanced chemical equations
333,A chemical equation describes a chemical reaction by using symbols for the elements involved
334,"For example, if we look at the reaction between iron and sulfur to form iron sulfide , we could represent these changes in a sentence, in a word equation or using chemical symbols: Sentence: Iron reacts with sulfur to form iron sulfide"
335,A chemical formula shows each element by its symbol and also shows how many atoms of each element are found in that compound
336,The number of atoms (if greater than one) is shown as a subscript.The following exercise serves as revision
337,"Magnetism is an interaction that allows certain kinds of objects, which are called 'magnetic' objects, to exert forces on each other without physically touching"
338,A magnetic object is surrounded by a magnetic 'field' that gets weaker as one moves further away from the object
339,A second object can feel a magnetic force from the first object because it feels the magnetic field of the first object
340,The further away the objects are the weaker the magnetic force will be.Video: VPfkkHumans have known about magnetism for many thousands of years
341,"For example, lodestone is a magnetised form of the iron oxide mineral magnetite"
342,"It is referred to in old European and Asian historical records; from around BCE in Europe and around BCE in Asia.Magnetic objects stuck to a magnetThe root of the English word magnet is from the Greek word magnes, probably from Magnesia in Asia Minor, once an important source of lodestone."
343,Electrostatics is the study of electric charge which is at rest or static (not moving)
344,In this chapter we will look at some of the basic principles of electrostatics as well as the principle of conservation of charge.Video: VPfmg
